graph_a, 1,
graph_b, 4,
graph_c, 4,
graph_d, 0,
graph_e, 0,
graph_f, 0,
graph_1, 0,
graph_2, 0,
graph_3, 2,
graph_4, 3,
graph_5, 1,
graph_6, 7,
graph_7, 0,
graph_8, 42,
graph_9, DNE,
graph_10, 0,
graph_11, 0,
graph_12, 52,
graph_13, 806,
graph_14, 0,
graph_15, 83,
